iter	MultiClass
306	0.4145493762
307	0.4143186182
308	0.4139211094
309	0.413564411
310	0.4132140583
311	0.4129712372
312	0.4126926419
313	0.412285478
314	0.4119262817
315	0.4113923846
316	0.4111092721
317	0.4108664777
318	0.4104113296
319	0.4100211306
320	0.4098141624
321	0.4094107888
322	0.4090262093
323	0.4086814391
324	0.4083782351
325	0.4080633627
326	0.4077969927
327	0.4074363191
328	0.4071382327
329	0.4069065912
330	0.4065956054
331	0.4064451964
332	0.4059681828
333	0.4055431223
334	0.4052866674
335	0.4050764854
336	0.4046964096
337	0.4042097062
338	0.4038538707
339	0.4036562013
340	0.4033387603
341	0.4032033171
342	0.4030296969
343	0.402688341
344	0.40242108
345	0.4021506765
346	0.401697136
347	0.4015350221
348	0.4010496092
349	0.4006450145
350	0.4003246844
351	0.3999997493
352	0.3996382877
353	0.3992531111
354	0.3990060014
355	0.3987441365
356	0.398494333
357	0.3982448633
358	0.3980572798
359	0.3977795678
360	0.3974784385
361	0.3972005052
362	0.396958214
363	0.3967290138
364	0.3964157054
365	0.3960066491
366	0.3955999074
367	0.3954160506
368	0.3952130046
369	0.394930373
370	0.3944972788
371	0.3941647608
372	0.3938027949
373	0.3933011958
374	0.39293676
375	0.3925671573
376	0.3923111438
377	0.3920819338
378	0.3917426305
379	0.3914887993
380	0.3911792109
381	0.3908123543
382	0.3905744271
383	0.3903773546
384	0.3900667389
385	0.389772687
386	0.3895822554
387	0.3893670737
388	0.3889981175
389	0.3886489097
390	0.3884810253
391	0.3880987092
392	0.3877571954
393	0.3873241892
394	0.3870273103
395	0.3868579621
396	0.3865091272
397	0.386271111
398	0.3859319948
399	0.3856781415
400	0.3854814692
401	0.3853091239
402	0.3851364181
403	0.3848797373
404	0.3846556564
405	0.3843215756
406	0.384023677
407	0.3837109731
408	0.3830721326
409	0.3829192889
410	0.3826686965
411	0.3825727647
412	0.3823819116
413	0.382169845
414	0.3818275736
415	0.3816181499
416	0.3814483908
417	0.3812334394
418	0.3810946081
419	0.3808012425
420	0.3805646043
421	0.3803443282
422	0.3800321773
423	0.37984922
424	0.3794572012
425	0.3791216674
426	0.3788750192
427	0.3786255477
428	0.3783887886
429	0.3781197699
430	0.377914591
431	0.3776804566
432	0.3774909069
433	0.3772230175
434	0.3770316209
435	0.3768136688
436	0.3766813884
437	0.3764285851
438	0.3762215681
439	0.3759114789
440	0.3755369646
441	0.3752783515
442	0.3750600709
443	0.3748059391
444	0.3746777388
445	0.3744986098
446	0.3740553753
447	0.3737875945
448	0.3735465542
449	0.373413229
450	0.3731781868
451	0.3729542249
452	0.3727340777
453	0.3725152824
454	0.3723972689
455	0.372172975
456	0.3719939677
457	0.3717494656
458	0.3716324471
459	0.3713314795
460	0.3711141747
461	0.3709233996
462	0.3707250711
463	0.370495162
464	0.3704095123
465	0.3701845701
466	0.3700478914
467	0.3698942747
468	0.3696549242
469	0.3694814446
470	0.3692000142
471	0.3689880602
472	0.3687053754
473	0.3684171523
474	0.3681213471
475	0.3679908639
476	0.3677689288
477	0.3676272481
478	0.367445357
479	0.367244304
480	0.3667904777
481	0.3665277491
482	0.3663494634
483	0.3660524122
484	0.3657069426
485	0.3656300311
486	0.3653774074
487	0.3651903967
488	0.3649893816
489	0.3647988741
490	0.3644351627
491	0.3641595466
492	0.3640277423
493	0.3639289637
494	0.3637369
495	0.3636474876
496	0.363430438
497	0.3632265118
498	0.363034104
499	0.3628445297
500	0.3626564445
501	0.3622902095
502	0.3621770423
503	0.3619767159
504	0.3617118089
505	0.361537508
506	0.3612156927
507	0.3609943112
508	0.3607277962
509	0.3604054621
510	0.3602480684
511	0.3601495186
512	0.3599076971
513	0.3597339378
514	0.3594432635
515	0.3592560099
516	0.3589585661
517	0.3587783925
518	0.3585551298
519	0.3583804819
520	0.3582505693
521	0.3580373448
522	0.3578604248
523	0.3576094295
524	0.3574947126
525	0.357403261
526	0.3572396408
527	0.3569773065
528	0.3568104334
529	0.356644577
530	0.3564715048
531	0.3563141971
532	0.3561454698
533	0.355983105
534	0.3558771696
535	0.3555496026
536	0.3551810542
537	0.3549546314
538	0.3546626316
539	0.3543552202
540	0.3541901841
541	0.3538761398
542	0.3537035411
543	0.3535910484
544	0.3534198126
545	0.3532321057
546	0.3529965503
547	0.3526793797
548	0.3525568755
549	0.3523506226
550	0.3520608475
551	0.3519082112
552	0.3517800912
553	0.351563736
554	0.351364663
555	0.3511036178
556	0.3507960886
557	0.3507047411
558	0.3504922209
559	0.3503260704
560	0.3501402415
561	0.349954342
562	0.3497195712
563	0.3495517419
564	0.349313689
565	0.3491421755
566	0.3489183134
567	0.3486011465
568	0.3484882787
569	0.3483419655
570	0.3481273413
571	0.3479557668
572	0.347833902
573	0.3475646406
574	0.3473510789
575	0.3470628147
576	0.3468538176
577	0.3465519479
578	0.3464273255
579	0.3462430494
580	0.3460871591
581	0.3458718785
582	0.3456819758
583	0.3455854102
584	0.3454553182
585	0.3451361096
586	0.344939057
587	0.3447523391
588	0.3445728663
589	0.3444046752
590	0.344204314
591	0.3440717654
592	0.3438957464
593	0.3437855808
594	0.343521436
595	0.3431935284
596	0.3429882389
597	0.3428078725
598	0.3426615688
599	0.3423412053
600	0.3421579787
601	0.3420588954
602	0.3418820271
603	0.3417930938
604	0.3415505708
605	0.3414252276
606	0.3413288259
607	0.341073533
608	0.3408922368
609	0.3407436703
610	0.340455181
611	0.3401867609
612	0.3399766851
613	0.3396930876
614	0.339566531
615	0.3394474688
616	0.3392552522
617	0.3390724009
618	0.3389783101
619	0.3387911285
620	0.338643106
621	0.3385451191
622	0.3383884498
623	0.3382914146
624	0.338092639
625	0.3378048765
626	0.337574854
627	0.3373882421
628	0.3372408349
629	0.3370779704
630	0.3369311446
631	0.3367020178
632	0.3365301504
633	0.3363749313
634	0.3362938694
635	0.3360851954
636	0.3358996156
637	0.3356886649
638	0.3354668619
639	0.3353129984
640	0.3351369682
641	0.3349211241
642	0.334811378
643	0.3346405661
644	0.3345276751
645	0.3344434219
646	0.3342690343
647	0.3341228382
648	0.3340095306
649	0.3337993449
650	0.3335833583
651	0.3334670175
652	0.3331887627
653	0.333039765
654	0.332929068
655	0.3327418821
656	0.3324957526
657	0.3322577996
658	0.332070701
659	0.3319311721
660	0.3317633928
661	0.3316410502
662	0.3314491907
663	0.33131372
664	0.3311396107
665	0.3310166125
666	0.3307815874
667	0.3305769552
668	0.3304268609
669	0.3303285784
670	0.3302003069
671	0.3300256822
672	0.3298588276
673	0.3296368281
674	0.329407546
675	0.3292548523
676	0.329092646
677	0.3289085019
678	0.3287587956
679	0.3286852588
680	0.3285741709
681	0.3283181518
682	0.3281463323
683	0.3280006756
684	0.3279267372
685	0.3276949471
686	0.3274146755
687	0.3272305646
688	0.3269564148
689	0.3268325218
690	0.3267143438
691	0.3265346767
692	0.3263676598
693	0.3262657606
694	0.3260787287
695	0.3259389004
696	0.3257076607
697	0.3255718774
698	0.3254304827
699	0.3251627729
700	0.3249477428
701	0.3247164417
702	0.3245522028
703	0.3243441857
704	0.3242718859
705	0.3241494601
706	0.3239609503
707	0.3238346674
708	0.3235520258
709	0.3233974346
710	0.3233216445
711	0.3231489814
712	0.3230030426
713	0.3229037593
714	0.3227202604
715	0.3226010063
716	0.3224682681
717	0.3223758276
718	0.3221944189
719	0.32203423
720	0.321914128
721	0.3217065796
722	0.3215748477
723	0.3214618715
724	0.3213488208
725	0.3212296507
726	0.3210624153
727	0.3209708902
728	0.3208588063
729	0.3206493596
730	0.3205499671
731	0.3204449853
732	0.3203403725
733	0.320097334
734	0.3199486391
735	0.3198687656
736	0.3197250133
737	0.319534057
738	0.3193478984
739	0.3192494215
740	0.3191233406
741	0.3189334188
742	0.3187548043
743	0.3186627362
744	0.3185567093
745	0.3184667907
746	0.3183349568
747	0.3182221241
748	0.3181163157
749	0.3180065311
750	0.3178886508
751	0.317655365
752	0.3174818585
753	0.3173653667
754	0.3171957319
755	0.3170619063
756	0.3169221307
757	0.3168167216
758	0.3167543473
759	0.3166031052
760	0.3164347652
761	0.3162163212
762	0.3160051119
763	0.315892894
764	0.3157073379
765	0.3154711264
766	0.3153777052
767	0.3152575887
768	0.3151805164
769	0.3150733816
770	0.3148255152
771	0.3147427287
772	0.3146696838
773	0.3145327513
774	0.3144479227
775	0.3142990608
776	0.3141606466
777	0.3140290126
778	0.3138114888
779	0.3136108355
780	0.3135508103
781	0.3134706996
782	0.3133397527
783	0.3132387237
784	0.3130567773
785	0.3128199452
786	0.3126288992
787	0.3125029725
788	0.3123973946
789	0.3122954581
790	0.312155941
791	0.3120973548
792	0.3119503181
793	0.3118858819
794	0.3116610868
795	0.3115306217
796	0.3113612113
797	0.3112885039
798	0.311148546
799	0.3110240467
800	0.3108702018
801	0.3107387172
802	0.3105146141
803	0.3104043711
804	0.310209635
805	0.31013326
806	0.3100193985
807	0.3099199792
808	0.3097142396
809	0.3096166682
810	0.3095212815
811	0.3094206875
812	0.3092481369
813	0.3091594529
814	0.3090123912
815	0.3088560226
816	0.3087251661
817	0.3086694623
818	0.3085064029
819	0.3083651427
820	0.3082152295
821	0.3080486311
822	0.3079669271
823	0.3078457964
824	0.3077293605
825	0.3075939261
826	0.3074819069
827	0.307351889
828	0.3071209948
829	0.3069224323
830	0.3068419702
831	0.3065997902
832	0.3064925734
833	0.3063411383
834	0.306212858
835	0.3061094675
836	0.305969715
837	0.3058627348
838	0.3057454126
839	0.3055617914
840	0.3053396602
841	0.3052071052
842	0.3050713283
843	0.3049351839
844	0.3048076633
845	0.3046880379
846	0.3045822087
847	0.3044485075
848	0.3043783397
849	0.3042451764
850	0.3040727799
851	0.3039913401
852	0.3038378373
853	0.3037433634
854	0.3036154346
855	0.3035136014
856	0.3034044222
857	0.3033630142
858	0.3032549618
859	0.3031774088
860	0.3030679231
861	0.3029964143
862	0.3029013465
863	0.3027479833
864	0.302635336
865	0.3025194139
866	0.3024069829
867	0.3022557373
868	0.3021336644
869	0.3019442962
870	0.3018573186
871	0.3017323566
872	0.301641773
873	0.3015483027
874	0.301447445
875	0.3013722158
876	0.3012952397
877	0.3011214983
878	0.3010548371
879	0.3009478608
880	0.3008979523
881	0.3006832041
882	0.3005650233
883	0.3003854754
884	0.3002150802
885	0.3001129159
886	0.2999086584
887	0.2997471833
888	0.2996845567
889	0.2995785033
890	0.2994782165
891	0.2993910601
892	0.2993161589
893	0.2992145111
894	0.299147212
895	0.299030252
896	0.2988444705
897	0.2986553081
898	0.2985963479
899	0.2985085281
900	0.2984093571
901	0.2983313994
902	0.2982780082
903	0.2981471803
904	0.298076691
905	0.2979653298
906	0.2978511878
907	0.2977678633
908	0.2976279075
909	0.29747008
910	0.2974046875
911	0.2972901625
912	0.2971939197
913	0.2971031052
914	0.2970392681
915	0.2969352164
916	0.2968635695
917	0.2967468987
918	0.296650352
919	0.2965385953
920	0.2964879989
921	0.2964201619
922	0.2962722598
923	0.2961740803
924	0.2960271875
925	0.2959090212
926	0.2958097722
927	0.2957114091
928	0.2956470351
929	0.2954737176
930	0.2954320198
931	0.2952322405
932	0.2950869781
933	0.2950041884
934	0.2948477748
935	0.2947571519
936	0.2945840333
937	0.2944245642
938	0.2943350784
939	0.2941592146
940	0.2939809221
941	0.293881553
942	0.293829649
943	0.2936689184
944	0.2935875328
945	0.2934834067
946	0.2933291262
947	0.2931049235
948	0.29302883
949	0.2929169831
950	0.2928412024
951	0.2927190582
952	0.2925712252
953	0.2924401571
954	0.2923297135
955	0.2921999781
956	0.2920915589
957	0.2919801516
958	0.2918881942
959	0.291821612
960	0.2917508368
961	0.2915920898
962	0.2914282725
963	0.2913146725
964	0.2911993723
965	0.2910988454
966	0.2909616644
967	0.2908389007
968	0.2906981701
969	0.2906439786
970	0.2905324595
971	0.2904142593
972	0.2902475984
973	0.2901093927
974	0.2900335983
975	0.2899080172
976	0.289815503
977	0.289725937
978	0.2896472411
979	0.2895723309
980	0.2893999465
981	0.2892992234
982	0.2892016116
983	0.2890920575
984	0.2889617303
985	0.2888817017
986	0.2887249212
987	0.2885733753
988	0.28847126
989	0.2883248565
990	0.2882946381
991	0.2881747003
992	0.2881062735
993	0.2880188839
994	0.2879033862
995	0.2878230796
996	0.2877943229
997	0.2877327685
998	0.287668621
999	0.2875798252
